lead_id,source,ads_clicked,campaign_engagement_score
340,LinkedIn,8,0.24797810870197268
341,Organic,0,0.40775482749027625
342,Referral,1,0.11314696267316404
343,LinkedIn,1,0.6156803990112707
344,LinkedIn,2,0.7934959183245944
345,LinkedIn,9,0.06025482973244656
346,Referral,6,0.724086036065443
347,LinkedIn,2,0.8390030998032768
348,Organic,8,0.923145926348424
349,Organic,4,0.2704097707640718
350,Google Ads,0,0.6037428687720713
351,Organic,2,0.5448234720014108
352,LinkedIn,2,0.73965262530613
353,Organic,5,0.19072930168091684
354,Google Ads,4,0.37791344665304283
355,Referral,4,0.555757233278772
356,LinkedIn,7,0.32891411881387234
357,Referral,4,0.6060903515688195
358,LinkedIn,4,0.06771793306539953
359,LinkedIn,3,0.8221365035451436
360,Referral,2,0.7068164858590967
361,Referral,0,0.49768936288648824
362,Organic,8,0.4262979920389022
363,LinkedIn,4,0.986212056647241
364,Google Ads,2,0.6056772562936488
365,LinkedIn,2,0.4645655230903766
366,LinkedIn,3,0.43100173921834584
367,Referral,1,0.1435728542864152
368,Google Ads,3,0.59927698953917
369,Google Ads,2,0.7792610500270216
370,Organic,3,0.3014645277876997
371,Referral,2,0.7307173120165978
372,Referral,0,0.991496330799695
373,Organic,0,0.2965483911131823
374,Google Ads,9,0.11434300109687168
375,Referral,7,0.20269894590253335
376,LinkedIn,1,0.17743150085213766
377,LinkedIn,8,0.345061417667073
378,Organic,3,0.6861308306395134
379,Organic,5,0.009242889324425518
380,Referral,5,0.9090122343035881
381,Organic,4,0.8881044613324252
382,Organic,5,0.3934519499120822
383,LinkedIn,3,0.5469715025669032
384,Google Ads,9,0.11877408867539441
385,LinkedIn,3,0.10936520988663312
386,Referral,9,0.02020282430543685
387,LinkedIn,9,0.8716857516025699
388,Referral,4,0.9241523782625789
389,Organic,0,0.8301136901283543
390,Organic,4,0.9069406172871375
391,Google Ads,5,0.7059859263841768
392,Referral,5,0.807898385331548
393,Organic,8,0.4996531125260565
394,Referral,6,0.15817458357323422
395,Google Ads,8,0.0682752051382256
396,Referral,7,0.9892007105328429
397,Google Ads,9,0.5821746358814389
398,Google Ads,4,0.16358157239874072
399,LinkedIn,1,0.2186595116441229
400,Organic,1,0.3851111325314358
401,Organic,2,0.21900253748897192
402,Google Ads,5,0.44241131300761716
403,LinkedIn,8,0.9713072959363529
404,Organic,1,0.10315873105004214
405,Referral,1,0.5109094592309292
406,Referral,8,0.13091567277242688
407,Referral,7,0.16556949187241465
408,Organic,7,0.10275596643641471
409,Referral,9,0.3000582834453437
410,Referral,5,0.5397770797442252
411,LinkedIn,5,0.844159346196067
412,Referral,5,0.2684294398817002
413,Referral,8,0.8167041807662624
414,Google Ads,0,0.09146678938494512
415,Organic,1,0.3773997675977022
416,Google Ads,5,0.1562025878677128
417,Organic,8,0.3033250639713474
418,Organic,9,0.859219330878145
419,LinkedIn,8,0.35318318526891146
420,Google Ads,7,0.7837227048529329
421,LinkedIn,7,0.43272222631376633
422,Organic,2,0.7005022573126969
423,Referral,0,0.07943784193675762
424,Organic,2,0.27669185288604314
425,Referral,6,0.7177198987705575
426,Organic,3,0.8133673060733865
427,LinkedIn,7,0.5009562221349347
428,Google Ads,3,0.013429910117083055
429,Organic,3,0.3547173995574149
430,Google Ads,9,0.8588178820716141
431,LinkedIn,1,0.18789637524451386
432,Organic,6,0.3605685880614401
433,Google Ads,9,0.9949956998458753
434,Referral,6,0.5052633729017787
435,LinkedIn,2,0.15571116190277712
436,LinkedIn,0,0.10140068488526488
437,Organic,6,0.7808320259793068
438,Organic,8,0.34179721338139235
439,Organic,7,0.7511303484729139
440,LinkedIn,4,0.8513894653376212
441,LinkedIn,3,0.5228880379233469
442,Google Ads,6,0.998122263125895
443,Referral,4,0.28541758525940486
444,Organic,5,0.7634485646941751
445,Google Ads,4,0.40498233420776486
446,Google Ads,2,0.5216316142879334
447,Referral,0,0.17782730140143244
448,LinkedIn,0,0.7631145838417831
449,Google Ads,4,0.1001104029477553
450,LinkedIn,6,0.5306575609637616
451,Organic,4,0.9669095941978781
452,Referral,0,0.0903180731932558
453,LinkedIn,7,0.3160877356489782
454,Referral,9,0.1806270387453539
455,LinkedIn,2,0.5334379291376048
456,Google Ads,8,0.01983222220156533
457,Referral,5,0.8974600008602496
458,Organic,0,0.2396429336746847
459,Referral,2,0.7351048706613644
460,Organic,5,0.9786984037002625
461,LinkedIn,7,0.8033121893421665
462,Organic,7,0.9100864395555184
463,Organic,4,0.707475337904863
464,Referral,6,0.9575557669596113
465,Organic,0,0.91031759511304
466,Google Ads,9,0.44864068319590833
467,Organic,8,0.6566154316276472
468,Google Ads,7,0.9670645976936675
469,LinkedIn,1,0.19395417851608898
470,Google Ads,4,0.6354926411441238
471,Organic,5,0.1588342984032417
472,LinkedIn,0,0.49043173828288356
473,Organic,1,0.011603410011645887
474,Google Ads,4,0.4743145832385849
475,Referral,1,0.3931938695736924
476,Organic,5,0.6098256077020984
477,LinkedIn,8,0.044426708118645686
478,Google Ads,4,0.43834991573092075
479,Organic,3,0.13643159025639306
480,Organic,9,0.2850512777503217
481,Organic,4,0.7686048868757328
482,Google Ads,1,0.05093757078009287
483,LinkedIn,9,0.516325442174329
484,Organic,7,0.5082974385992208
485,Google Ads,8,0.6372814611094565
486,Organic,5,0.6126535858150719
487,Referral,6,0.7910987976440876
488,Organic,7,0.44598641895629954
489,Organic,2,0.4772781721522076
490,Referral,2,0.1454222195808016
491,Google Ads,7,0.8564297746107882
492,LinkedIn,4,0.1892338822225409
493,LinkedIn,6,0.5599208945342227
494,Google Ads,0,0.08515832609821228
495,LinkedIn,5,0.6465132228669668
496,Referral,2,0.49604068882007546
497,Organic,3,0.19723529658148287
498,Referral,6,0.8743134987202477
499,Referral,8,0.13298285347234762
500,Organic,9,0.08206546239308576
501,Referral,1,0.6448056629719675
502,Referral,3,0.21582064407635282
503,Google Ads,8,0.9073306830396738
504,Referral,3,0.10730881569908302
505,Referral,0,0.818756542456476
506,Organic,9,0.7568768351197576
507,Organic,3,0.3447213065185909
508,Organic,1,0.37654389793785914
509,Referral,4,0.6392049140431422
510,Google Ads,2,0.30631614518987516
511,LinkedIn,8,0.9971847209235588
512,LinkedIn,5,0.7339635419415222
513,Google Ads,8,0.8698510474898177
514,LinkedIn,7,0.7074725707902607
515,Referral,2,0.5100387471688149
516,Organic,6,0.00534516273233876
517,LinkedIn,4,0.06660640450726307
518,Organic,0,0.5307481289902612
519,Organic,8,0.12091850416932015
520,Referral,4,0.22556647737990054
521,LinkedIn,8,0.6657342141966759
522,Google Ads,7,0.5534227057591332
523,Organic,2,0.240025850150405
524,Organic,1,0.5470508810003937
525,Referral,7,0.36663524901157285
526,LinkedIn,8,0.7986376937105238
527,Referral,2,0.038704076928485986
528,LinkedIn,7,0.5624093887219919
529,LinkedIn,4,0.1281429411380074
530,Referral,2,0.4713139663584537
531,Referral,0,0.2554953667378763
532,LinkedIn,0,0.2706058124982542
533,Referral,0,0.48704814145930975
534,Organic,1,0.07799155261993629
535,LinkedIn,8,0.7874578890822403
536,Organic,2,0.16087599655103002
537,Google Ads,0,0.027575529073463723
538,LinkedIn,3,0.4045054521075916
539,Organic,8,0.7317613207301606
540,LinkedIn,4,0.15530214570651313
541,Organic,4,0.48167821012112977
542,Google Ads,2,0.05896331268142441
543,Google Ads,8,0.4720388098101139
544,LinkedIn,5,0.842673762903812
545,Google Ads,6,0.45663995363654963
546,Organic,8,0.00496347742312675
547,LinkedIn,5,0.4014763179764981
548,Google Ads,9,0.32160849733725416
549,LinkedIn,4,0.6807903996920073
550,LinkedIn,3,0.5574816806004969
551,Referral,1,0.583733175500329
552,Organic,3,0.5024058386005646
553,Referral,1,0.12153965249322041
554,Google Ads,7,0.10903341286379775
555,Google Ads,7,0.5883282118283132
556,Google Ads,9,0.9344974911369615
557,Referral,3,0.7875414316967668
558,Referral,4,0.7544168754732478
559,Referral,0,0.30481343107810865
560,Google Ads,0,0.8443519711627101
561,Organic,0,0.5835914444241671
562,Organic,4,0.7560243366693961
563,Organic,1,0.6208566232391355
564,LinkedIn,4,0.6676993182266721
565,Referral,7,0.04035761766403323
566,Organic,4,0.41967204204744935
567,Organic,6,0.432422193868679
568,Referral,7,0.2256423394142717
569,Referral,2,0.7623555580828089
570,Organic,5,0.3267333694908301
571,Organic,4,0.36802263944813773
572,LinkedIn,0,0.6134295893025818
573,Google Ads,6,0.23277100878538615
574,LinkedIn,6,0.013950621844499134
575,LinkedIn,2,0.43382039678367257
576,Google Ads,1,0.6689613775827051
577,LinkedIn,7,0.795546263872791
578,Referral,9,0.5309232367799729
579,LinkedIn,3,0.8475679088710582
580,LinkedIn,9,0.9075954923103806
581,Google Ads,9,0.5050144759082736
582,Organic,1,0.390763847544514
583,LinkedIn,3,0.16612539199522702
584,Google Ads,3,0.5384782029944872
585,LinkedIn,9,0.06703868787322198
586,Google Ads,2,0.8014214594819772
587,Referral,4,0.4018347902734736
588,LinkedIn,9,0.5173739581153874
589,Google Ads,9,0.8685283314257365
590,Organic,3,0.17702701539485577
591,Google Ads,4,0.9273061107856703
592,LinkedIn,0,0.17727699192587787
593,Google Ads,7,0.5444222016302495
594,Referral,0,0.2639543805300305
595,Referral,7,0.09020403524220122
596,LinkedIn,6,0.7474642401465701
597,Google Ads,2,0.8911388527375316
598,Organic,9,0.16914663956059228
599,Organic,0,0.8369327252255256
600,Organic,2,0.04783761475033721
601,Referral,9,0.3597485694282849
602,Organic,1,0.8602725700002997
603,Organic,3,0.09709971242321569
604,Referral,6,0.8222793272321374
605,LinkedIn,0,0.004066608226610091
606,Referral,7,0.8658195540024292
607,LinkedIn,5,0.39667598460827036
608,Organic,7,0.47754994473426704
609,Google Ads,5,0.2758737402778534
610,Organic,8,0.13003344656779003
611,Organic,3,0.8544976250332909
612,Referral,4,0.7038728865355387
613,Google Ads,8,0.17592955258298892
614,Organic,4,0.7581921779188363
615,Google Ads,1,0.8751363095314502
616,Google Ads,9,0.7772676826273653
617,Google Ads,8,0.09832381035509763
618,Organic,7,0.011293265188493495
619,Organic,5,0.37465837914169364
620,Referral,4,0.12401292612847103
621,Google Ads,2,0.1182548085184354
622,Referral,3,0.8517178379103179
623,LinkedIn,5,0.6854082002856667
624,Organic,3,0.4452097228087458
625,LinkedIn,5,0.34948062747721764
626,LinkedIn,0,0.1801264504635227
627,Referral,1,0.8040723280422641
628,Google Ads,9,0.514679927133055
629,Referral,7,0.9611116584423932
630,Referral,7,0.009054520333684146
631,Google Ads,6,0.38527650791826595
632,Google Ads,3,0.0712390276453595
633,Referral,8,0.87005632675758
634,Google Ads,4,0.44479290340317323
635,Referral,7,0.5828617866928385
636,Referral,7,0.6965955933532071
637,LinkedIn,7,0.3029279390981483
638,Organic,9,0.5984823882130526
639,Google Ads,8,0.6755102983810186
640,Referral,4,0.22191447271096754
641,Organic,7,0.8872455753650497
642,Google Ads,6,0.605861229234504
643,LinkedIn,7,0.12191860171132429
644,LinkedIn,3,0.2771759696916548
645,Organic,7,0.5357559236233826
646,Organic,4,0.31039729094274404
647,Google Ads,7,0.6765725678037139
648,Referral,3,0.4357094637919323
649,Referral,2,0.5830980652216281
650,Referral,0,0.4152182141226969
651,Organic,5,0.6275629886032783
652,Organic,9,0.37553576015463763
653,Referral,4,0.47754953847250803
654,Referral,8,0.10207071915875998
655,LinkedIn,6,0.8987863265887632
656,Referral,2,0.4343300091713609
657,Google Ads,4,0.3469171444627319
658,Google Ads,1,0.3030475794616606
659,Organic,3,0.6508982104508441
660,Organic,9,0.7476660792814368
661,Referral,5,0.7412063836421372
662,Organic,1,0.6029347755011488
663,Referral,1,0.5340962917070807
664,Referral,6,0.8229295444762452
665,Organic,7,0.2090302564415364
666,Organic,8,0.4596689927153783
667,Google Ads,8,0.2171305007752108
668,Organic,3,0.34708459806097647
669,Organic,2,0.3463605871800298
670,LinkedIn,0,0.5088088485511164
671,Referral,6,0.8605429258493859
672,LinkedIn,1,0.39851501499141817
673,Referral,7,0.8876213133423073
674,Google Ads,8,0.7741852469519828
675,Referral,0,0.988807077267105
676,Google Ads,5,0.9249146474642057
677,Google Ads,8,0.19045381914130965
678,LinkedIn,9,0.6011036520747235
679,Referral,3,0.5161263260241546
680,Referral,1,0.12166569396452565
681,Google Ads,3,0.14754064794874155
682,Google Ads,2,0.33373817878926215
683,Referral,6,0.993426010497702
684,Google Ads,5,0.3416985441157335
685,Referral,4,0.7002121709039895
686,Referral,0,0.26077739763827223
687,Organic,6,0.8033902443933006
688,Organic,3,0.6940141714853415
689,Google Ads,6,0.4949424023349188
690,Referral,5,0.5292076895603324
691,Organic,2,0.06879912819012735
692,Referral,0,0.42451949206694484
693,Organic,3,0.85700142124596
694,Referral,8,0.07710310913003593
695,Referral,1,0.805291969242184
696,LinkedIn,7,0.9633979725449262
697,LinkedIn,7,0.6537559331343981
698,Google Ads,8,0.8638038776398103
699,Referral,6,0.2417020184849591
700,Referral,8,0.7378396473909826
701,LinkedIn,7,0.47229762197240677
702,Referral,9,0.2362899557075342
703,LinkedIn,5,0.9896455299720688
704,Referral,5,0.37132531348198494
705,Referral,2,0.08608056404245212
706,LinkedIn,6,0.19460899762848416
707,Google Ads,2,0.16926818676161026
708,LinkedIn,8,0.5418625462227868
709,Google Ads,7,0.2832694537117125
710,Organic,8,0.3036528198532862
711,Google Ads,2,0.7885072590066149
712,Google Ads,1,0.13782490357865862
713,Referral,7,0.2733164969887605
714,Google Ads,1,0.9258089356265627
715,Google Ads,7,0.253730396689283
716,Organic,1,0.0718016477330623
717,LinkedIn,7,0.2765659659228352
718,Google Ads,3,0.4490280293285408
719,Organic,5,0.5101282672174977
720,Referral,5,0.3218664482023488
721,Referral,4,0.02186714583330651
722,Organic,8,0.1893317977239083
723,Organic,2,0.5166219032939439
724,Google Ads,5,0.6349563730598756
725,Google Ads,3,0.23629750122160542
726,Organic,1,0.39560653563290293
727,Referral,9,0.009897985978335133
728,LinkedIn,7,0.9533251252060191
729,Referral,3,0.12093003686732318
730,Referral,2,0.06146210934862817
731,Google Ads,2,0.9659023399411013
732,LinkedIn,0,0.5107509910914738
733,Google Ads,4,0.9866389573512768
734,Organic,9,0.6911157362123032
735,Organic,4,0.9250885875852849
736,Referral,4,0.23172707947311266
737,LinkedIn,9,0.19048646203598263
738,Referral,2,0.21521751253735888
739,LinkedIn,7,0.790232656733585
740,Organic,7,0.43265775760537495
741,Organic,1,0.9116404751435819
742,LinkedIn,6,0.6255646797937231
743,Referral,4,0.5641645488428031
744,Referral,2,0.4169274672298744
745,Referral,3,0.6626812978668185
746,Referral,6,0.26760797451099194
747,Google Ads,6,0.5682539858281518
748,Organic,0,0.2644893314470733
749,Google Ads,5,0.843622575901782
750,Referral,1,0.48843355884154827
751,Organic,9,0.13431191840318246
752,Referral,0,0.3670603517849709
753,LinkedIn,0,0.449453952167176
754,Organic,7,0.7056808057870695
755,Referral,2,0.3434582370997079
756,Organic,3,0.0609050630945176
757,Referral,3,0.4384090240665245
758,Organic,4,0.05854447698090004
759,Referral,9,0.32055349318151305
760,LinkedIn,7,0.5769214778112087
761,Referral,5,0.5600516436000602
762,Google Ads,1,0.1920009881264666
763,Organic,3,0.6738893232847082
764,LinkedIn,3,0.02673085722297852
765,LinkedIn,8,0.14585670743115775
766,Referral,7,0.18961910150591255
767,LinkedIn,8,0.9693011685183838
768,Google Ads,8,0.5359917014838464
769,Organic,9,0.33851226915451227
770,Google Ads,8,0.6391732330591474
