lead_id,industry,company_size,annual_revenue,country,lead_stage,previous_interactions,website_visits,pages_viewed,email_clicks,calls_made,meetings_scheduled,demo_requested,time_spent_minutes,days_since_last_activity,source,ads_clicked,campaign_engagement_score,avg_sentiment_score,avg_intent_score,avg_urgency_score,conversation_count,recency_score,converted
65,Finance,200,1783139,India,Contacted,5,3,5,18,4,0,1,204,57,Referral,2,0.7403976670465284,-0.6199745669771322,0.04633246985385242,0.12036077629058735,1,0.3047622389085664,0
66,Retail,110,2731821,Germany,Qualified,5,23,21,13,2,2,0,132,16,LinkedIn,3,0.3656810412224037,0.0,0.0,0.0,0,1.0,0
67,Finance,494,3509859,India,Qualified,4,25,1,6,2,4,0,89,3,Referral,3,0.7736633510241688,0.5579197186212407,0.6787103973437376,0.8871406073793958,3,0.29610759991833224,0
68,Finance,294,4782375,UK,New,4,46,22,9,4,0,1,125,44,LinkedIn,1,0.44119184527796,0.1600039398015302,0.10011775906889497,0.11521592812876087,3,0.5017051495799127,1
69,Retail,923,1236767,UK,Proposal,10,22,23,9,1,3,0,199,51,LinkedIn,1,0.2587086577188167,0.042872394383442036,0.15806680313964497,0.04736395717792209,1,0.5209625171585661,0
70,Retail,742,905698,Germany,Qualified,13,37,21,9,6,2,0,159,1,Organic,1,0.3601291634772311,0.0,0.0,0.0,0,1.0,1
71,SaaS,399,1226001,Singapore,Contacted,7,37,19,5,5,1,1,208,44,Organic,3,0.4682324064131123,0.6406835249472843,0.6814824847752805,0.8107528802651663,1,0.5842369392751217,1
72,Manufacturing,574,4933142,UK,Contacted,13,47,11,15,9,2,0,270,41,Google Ads,8,0.2862881356217643,-0.22487109093388225,0.2101581739963786,0.5070587960936725,2,0.2918573308410814,1
73,Manufacturing,987,3737761,Germany,Qualified,8,13,13,2,3,1,0,298,53,Referral,9,0.5586026027560792,0.0,0.0,0.0,0,1.0,0
74,Finance,169,1227662,USA,Contacted,7,43,7,19,7,4,0,223,19,Referral,8,0.879113593001685,0.714470593167188,0.9478515070368656,0.8863375009681482,2,0.42240842786796196,1
75,Manufacturing,901,4002958,India,Contacted,7,22,24,7,4,2,1,270,32,Google Ads,9,0.5987545888581223,0.0,0.0,0.0,0,1.0,0
76,Finance,563,2348411,USA,Contacted,10,49,14,19,6,0,0,82,46,Referral,0,0.1023885482950812,-0.3941381270192533,0.23898851793185458,0.5201209117170666,4,0.5267447359024517,1
77,SaaS,56,1676802,USA,New,9,44,15,8,7,0,1,49,43,LinkedIn,1,0.298358745087398,-0.4333367789083631,0.29430578868769786,0.3894876308557379,1,0.7016384035977009,0
78,Retail,168,160833,USA,Contacted,14,23,23,9,7,0,0,54,25,LinkedIn,2,0.3485621810751907,0.030701280425271142,0.07318312309712832,0.1492477533109512,2,0.2507167748113048,0
79,Retail,455,1820657,Germany,New,2,34,19,17,5,2,0,258,52,Referral,7,0.7674963327847454,0.6498854286848192,0.6075568864100956,0.7866063192099532,1,0.4202834317242997,1
80,Retail,705,2662955,UK,New,5,19,5,15,8,0,0,26,3,LinkedIn,6,0.3674875481557661,0.0,0.0,0.0,0,1.0,0
81,Manufacturing,767,4227537,USA,Qualified,8,21,23,1,7,1,0,2,7,Referral,7,0.6953886840475864,0.0,0.0,0.0,0,1.0,0
82,SaaS,532,3908532,Germany,New,4,46,22,18,4,3,0,176,54,Google Ads,7,0.955586342201346,0.0,0.0,0.0,0,1.0,1
83,Manufacturing,675,3863209,UK,Contacted,3,8,22,16,1,0,1,136,51,Referral,1,0.8858220863752366,-0.12658556868881465,0.11624056977085709,0.06369013481989207,1,0.1557506891886831,0
84,Manufacturing,741,2167796,India,New,12,9,3,3,8,4,0,108,57,LinkedIn,4,0.045326665658966,0.0,0.0,0.0,0,1.0,0
85,SaaS,164,1899271,UK,New,14,25,11,8,9,3,0,213,46,Organic,3,0.2812571285304784,0.6661905113773912,0.736401866056481,0.7350553322021834,1,0.2832637421550534,0
86,SaaS,348,809490,UK,Contacted,8,49,21,18,9,1,0,240,22,Google Ads,3,0.8145372429836694,0.0,0.0,0.0,0,1.0,1
87,SaaS,962,2292397,USA,Qualified,4,12,24,1,8,0,0,90,38,Google Ads,4,0.5188219996481623,0.0,0.0,0.0,0,1.0,0
88,SaaS,374,2102916,Germany,Qualified,5,18,13,17,4,3,0,272,43,Google Ads,1,0.4742481618108621,0.5314372409493452,0.680073784190383,0.8374590697417826,3,0.5545609455908286,1
89,Retail,804,4631879,Singapore,Proposal,10,37,18,1,7,0,0,45,29,LinkedIn,7,0.8027949305610029,0.025013366237170858,0.07100696046032093,0.0,2,0.4205481909352708,0
90,Healthcare,708,955377,India,Qualified,10,27,18,17,0,4,0,82,15,LinkedIn,9,0.6912228135185302,0.6734850363469896,0.7505102550596949,0.9437950127728352,1,0.3421963009110925,0
91,Healthcare,583,1947752,Germany,Proposal,10,19,16,2,9,2,0,245,0,Referral,1,0.3736074378445966,0.061173015955083135,0.1315017068002639,0.06376423273990366,1,0.4585486095275212,0
92,SaaS,157,1346733,USA,Contacted,6,38,19,19,7,0,0,77,43,Google Ads,5,0.977515569581444,0.0,0.0,0.0,0,1.0,1
93,Healthcare,908,3588493,Germany,New,7,5,7,14,1,1,1,114,4,Organic,0,0.6898623645789107,-0.29205391664457825,0.23018947916504662,0.45161723388227615,2,0.8135433971714694,0
94,Healthcare,153,3194928,Singapore,Qualified,2,31,10,19,1,0,0,282,58,LinkedIn,3,0.6298343871871678,0.4593701745787953,0.49026645191274565,0.4275196349555394,2,0.268766108447507,1
95,SaaS,112,2101469,India,Proposal,0,47,2,14,3,1,0,262,40,Google Ads,0,0.1697124318706213,0.5090934775326004,0.6982086761338562,0.9510402612259632,2,0.5636117235267821,1
96,Healthcare,821,3288845,UK,Contacted,9,11,4,13,2,0,1,61,40,LinkedIn,7,0.3695839048659902,0.4501322254653236,0.6558566649487744,0.8308979034721429,1,0.13188059458096846,0
97,Manufacturing,102,4088474,India,New,10,10,24,0,8,2,0,38,58,Referral,0,0.2645900621098216,0.0,0.0,0.0,0,1.0,0
98,Finance,984,1785909,Singapore,New,4,12,20,4,9,4,0,84,6,Organic,5,0.937072301327194,-0.38952814006932646,0.2420726207025332,0.3800027236902007,1,0.15531952042909017,0
99,Finance,295,1025855,India,Contacted,8,7,15,2,2,4,0,22,28,LinkedIn,5,0.2336136995622015,0.0,0.0,0.0,0,1.0,0
100,SaaS,433,2830038,India,Contacted,13,39,1,13,8,2,0,190,50,Organic,6,0.8668291014475675,0.0,0.0,0.0,0,1.0,1
101,Retail,128,3419759,USA,New,8,48,4,11,4,2,0,214,6,Referral,7,0.3999315889797228,-0.4857723650955788,0.19384664194763715,0.4253369929704133,1,0.5948480523140701,1
102,SaaS,970,3874719,UK,Proposal,3,34,23,5,7,2,0,167,1,Referral,0,0.6190550772151063,0.0,0.0,0.0,0,1.0,0
103,Retail,38,1569361,Singapore,Contacted,2,28,13,19,6,3,0,62,24,Referral,1,0.3390549884984769,-0.03667221809858631,0.06533917937976337,0.08135898642426771,1,0.40046250028954045,1
104,Finance,520,4406534,USA,Contacted,4,16,8,17,7,3,0,191,18,Google Ads,5,0.8440433729651045,0.0,0.0,0.0,0,1.0,0
105,SaaS,39,2122188,India,Contacted,14,21,22,8,8,2,0,208,54,LinkedIn,3,0.1892641769383263,-0.4938024458447866,0.05529622336265745,0.11456020766513486,2,0.3156781182223259,0
106,Manufacturing,881,643606,India,New,1,28,6,15,1,0,1,13,16,Google Ads,1,0.6154670291657236,0.8669564964164103,0.9459846005253069,0.9164585106270172,3,0.3722535769705232,0
107,Healthcare,375,4312999,Germany,Proposal,1,44,8,2,8,0,0,223,38,Organic,3,0.7121007584811928,0.0,0.0,0.0,0,1.0,0
108,Retail,809,2707851,USA,New,5,18,1,12,0,1,1,70,51,Organic,9,0.5503414661603732,-0.29417195893451575,0.32624003334935386,0.4562008060802861,1,0.41956895625680635,0
109,Healthcare,147,4899296,Singapore,Qualified,4,38,2,10,7,4,1,258,43,Organic,9,0.212744653096728,0.0,0.0,0.0,0,1.0,0
110,Healthcare,484,1447816,Singapore,New,8,37,24,17,3,1,1,197,18,Organic,5,0.3649577899021643,0.13828409040395073,0.07447426295442681,0.2382672634638601,1,0.4712129451168743,1
111,SaaS,572,2414472,Singapore,New,12,26,3,9,3,4,1,86,38,Referral,7,0.8521389756774358,0.3188846350582173,0.7353236631740218,0.8261977757800906,1,0.44545906203533947,0
112,Healthcare,401,4560195,Singapore,Contacted,3,49,2,10,3,0,0,132,50,LinkedIn,7,0.0896914654456648,0.0018943628393271461,0.10729375868690211,0.15490053406070908,2,0.3027481060705514,1
113,Manufacturing,444,1999408,India,New,0,44,10,7,5,0,0,22,24,LinkedIn,0,0.7849240312585476,-0.34540376177896515,0.298303502102169,0.4028500663734028,2,0.3173520464836094,0
114,Healthcare,813,2977341,India,Qualified,13,40,5,9,9,3,0,79,41,LinkedIn,2,0.4669083985312676,0.0,0.0,0.0,0,1.0,1
115,SaaS,243,2201582,USA,Qualified,11,32,14,15,9,2,0,212,16,LinkedIn,5,0.3596023590679156,0.0,0.0,0.0,0,1.0,1
116,Manufacturing,64,205635,UK,Qualified,9,39,17,11,4,2,0,146,18,Google Ads,0,0.0777264241120216,0.0688697447226747,0.16135568369507572,0.10822790315721739,4,0.41897617120671476,1
117,Finance,940,1276641,Singapore,Qualified,5,42,1,10,5,1,0,143,6,LinkedIn,8,0.0390518168051245,0.018440164559814832,0.09654659957249578,0.10673212881817895,3,0.37925730306276245,1
118,Healthcare,301,422555,India,Qualified,7,10,15,9,4,3,0,211,31,Referral,2,0.3139883983830347,0.10564918165436948,0.03647468814019843,0.1402755086579408,1,0.4801376236443203,0
119,SaaS,761,1267354,USA,Contacted,14,1,22,11,4,2,0,177,26,LinkedIn,1,0.7487181037965435,0.0,0.0,0.0,0,1.0,0
120,Finance,321,1126988,Singapore,Proposal,6,28,4,10,4,3,1,7,11,Google Ads,9,0.7161848731784476,0.08331638804966537,0.10832431949090303,0.017411403321311983,1,0.3984659793016461,1
121,Finance,557,1288611,UK,New,2,49,24,8,1,3,0,102,40,Organic,4,0.362705821362695,-0.6593943454309148,0.06742945446323179,0.0,1,0.5924790792543608,1
122,Retail,98,4207503,Singapore,New,3,1,19,5,9,4,0,89,57,LinkedIn,5,0.854321533761499,-0.3510831274518236,0.31477170697812923,0.37653574730246236,1,0.18080927810810976,0
123,Manufacturing,221,440278,Germany,New,12,36,10,16,4,1,0,182,18,Google Ads,8,0.3130590986050421,0.0,0.0,0.0,0,1.0,1
124,Healthcare,966,4501833,Singapore,New,10,23,3,7,2,2,0,218,34,Google Ads,1,0.6714693851944122,0.05977112717973694,0.2107969190511071,0.027142886320755233,1,0.43437945182126825,0
125,SaaS,327,4860833,Germany,New,9,14,8,18,8,0,0,97,21,Referral,9,0.5462773162754414,0.0,0.0,0.0,0,1.0,0
126,Retail,886,851149,UK,Contacted,12,41,18,5,9,0,0,147,41,Google Ads,1,0.1196398755910137,-0.3835953839076634,0.28335867724697605,0.3371533421518452,1,0.2938778468808457,0
127,Manufacturing,766,2413729,Germany,Qualified,11,8,2,17,9,0,1,54,6,Organic,2,0.1306707037417708,-0.5749282940164038,0.07620059378366456,0.07117311263615599,3,0.5240671529195041,0
128,Retail,474,4734752,UK,Contacted,4,36,7,15,5,4,0,19,29,LinkedIn,7,0.1879373457956787,0.04260656946947962,0.20092966306014742,0.053950049884217866,1,0.48764029082345134,1
129,Manufacturing,96,3781036,USA,Contacted,2,47,10,3,0,0,0,186,18,Organic,8,0.8648528060493244,0.0,0.0,0.0,0,1.0,0
130,Manufacturing,418,528357,Germany,Qualified,12,7,20,7,8,3,0,109,35,Referral,8,0.3195542685539612,0.0,0.0,0.0,0,1.0,0
131,Healthcare,249,4702864,Singapore,Proposal,11,10,20,6,7,1,0,219,5,LinkedIn,4,0.6672580527482136,0.9018036754753195,0.9513432443544554,0.877457093550421,3,0.43471090967001735,0
132,Manufacturing,841,1227237,Singapore,Contacted,7,29,7,7,9,4,0,231,57,Referral,6,0.2540448032925035,0.07077834514781896,0.11746423747688699,0.15517816489052227,1,0.261750054650277,0
133,Retail,709,465171,USA,New,8,17,14,17,8,0,0,212,7,Organic,2,0.2697513866033695,0.4431320030236229,0.7331968504930848,0.9754828991312917,1,0.38666391633091607,0
134,Manufacturing,66,1298850,India,Contacted,6,21,10,15,5,2,0,48,22,Referral,9,0.0074524385539165,0.7997820856995962,0.897763910963624,0.8808605214444438,1,0.5101046376998104,1
135,Healthcare,122,666520,UK,Contacted,7,12,14,7,1,4,0,30,17,Organic,7,0.3740977457892059,-0.45356330071320583,0.237265569972759,0.3916187042690721,2,0.21255155601055867,0
136,Healthcare,744,3180901,India,New,13,27,1,13,2,2,0,299,5,Organic,8,0.0022661268021515,-0.08329330848005757,0.12016471490544683,0.12101647491062253,1,0.39861035775331943,1
137,Retail,79,3121648,India,New,1,1,9,18,9,2,0,15,24,LinkedIn,3,0.5284387647838276,0.0,0.0,0.0,0,1.0,0
138,Finance,748,1174930,USA,New,9,13,24,6,7,3,0,173,56,LinkedIn,8,0.2180128310609964,0.18359297941191932,0.15529617764985393,0.06919001982361055,1,0.13738706095635284,0
139,Finance,777,440913,USA,Qualified,2,29,19,6,8,3,0,266,8,Organic,4,0.3358061074903253,0.0,0.0,0.0,0,1.0,0
140,Manufacturing,701,4800516,Germany,New,12,40,6,2,8,1,1,187,32,Google Ads,3,0.5386539837984715,-0.5255514501374374,0.11050697600372049,0.07730139783475706,2,0.15735064988628475,0
141,SaaS,193,2332814,Germany,Contacted,14,9,21,12,0,4,0,56,14,Organic,0,0.7288465733699642,0.7592242024695727,0.9654520991107312,0.8104432950456129,1,0.2838088841919904,1
142,Manufacturing,712,2341942,Germany,Qualified,12,46,22,4,8,0,0,45,38,LinkedIn,2,0.2404113791372353,0.019766050291683303,0.06884607786861323,0.13849989318502576,1,0.39449500296490214,0
143,Retail,973,1105511,Germany,Proposal,3,5,19,15,8,4,0,82,47,LinkedIn,1,0.6167084800191575,0.04553069510655244,0.06590991905502576,0.08961240572143954,2,0.4537718245735551,0
144,Retail,753,2341329,Germany,Contacted,9,36,15,5,1,1,0,159,14,LinkedIn,7,0.6341555777399926,-0.6228971809901528,0.09978180996410475,0.04147379612727985,2,0.2259050124025027,0
145,Retail,285,4954745,Singapore,Contacted,1,36,3,10,0,2,0,147,20,Referral,2,0.4539628351366447,0.08529867461853037,0.1692656509701802,0.23131802091710696,1,0.4287126474947883,1
146,Retail,242,2442582,USA,New,2,37,21,11,0,3,0,188,2,LinkedIn,3,0.5216432663202222,-0.5144595933767937,0.06677638384068306,0.06683356444473194,1,0.22156472224775797,1
147,Retail,63,4009321,UK,Contacted,7,14,4,3,2,1,1,19,43,Referral,0,0.8446136734040903,0.38785295536935005,0.5536702502643115,0.6169978463860666,1,0.3104938902650307,0
148,Healthcare,266,4148406,UK,Contacted,9,24,15,10,0,1,1,56,14,Google Ads,1,0.5457868390827888,-0.5858322613989091,0.02871286974980124,0.05944954132066476,2,0.43902659105389436,0
149,Finance,99,2551550,UK,New,11,18,19,8,3,1,1,181,19,Google Ads,0,0.3801275991741335,0.0,0.0,0.0,0,1.0,0
150,Retail,747,815327,UK,New,11,13,13,5,9,4,0,206,31,Organic,0,0.537831510108269,0.8940229989100296,0.9719676832439672,0.9209417047427418,1,0.16508352407919746,0
151,SaaS,768,2267233,UK,Qualified,6,33,18,12,3,4,0,57,0,Referral,7,0.0086394926462144,0.0699705527365006,0.13149116015166037,0.06727889613144448,3,0.3935944333187183,1
152,SaaS,915,3775355,Singapore,New,5,12,10,3,7,3,1,167,15,LinkedIn,1,0.02446535664175,-0.03915579481412132,0.14036382328765112,0.1301523355312002,2,0.2329993394393164,0
153,SaaS,672,2081433,USA,Proposal,5,21,17,7,5,0,0,89,27,Organic,5,0.4346126404732996,0.4876253416351474,0.681355826545282,0.7520056575421044,1,0.44751757552989857,0
154,SaaS,444,421631,Germany,New,1,40,24,8,1,4,1,209,28,Referral,4,0.6122693729687755,0.0,0.0,0.0,0,1.0,0
155,Healthcare,634,4811264,Germany,New,7,31,19,9,4,3,0,248,29,LinkedIn,3,0.1962642558979774,0.0,0.0,0.0,0,1.0,0
156,SaaS,417,519592,Germany,Contacted,10,32,20,2,8,4,0,62,27,Google Ads,3,0.1795322783268912,-0.26294311210870036,0.18067352928214772,0.5553462072239569,1,0.20162115230100783,0
157,Retail,278,184636,USA,New,11,47,1,18,2,4,0,201,16,Organic,2,0.9346678797574298,0.4438036657814511,0.47806341494273386,0.5042265074822145,2,0.523483910292577,1
158,Manufacturing,678,3250030,USA,Contacted,5,41,6,6,1,1,1,206,2,Organic,7,0.023316616936885,0.09744652509152053,0.1939238951429459,0.12673423649131604,1,0.1677663321652509,0
